中娱创想|文化娱乐|北京|2016.5|天使轮
沙优网|企业服务|广东|2016.8|尚未获投
策略炒股通|金融|北京|2015.3|种子轮
公司|文化娱乐|广东|2015.11|天使轮
口袋地推|企业服务|广东|2014.8|已被收购
全民秀|文化娱乐|湖北|2015.12|尚未获投
广州赛谷|硬件|广东|2014.12|尚未获投
网怪|电子商务|北京|2011.9|尚未获投
蜂巢里|本地生活|广东|2016.6|天使轮
罐头视频|文化娱乐|北京|2016.4|Pre-A轮
宋嘉|广告营销|四川|2016.2|尚未获投
小绿帽|游戏|北京|2016.1|尚未获投
智铭网络|游戏|江苏|2014.11|已被收购
公司|硬件|广东|2016.4|种子轮
